,H,B,tw,tf,A,Z
b257,900,250,19,32,31884,8755925.938
b258,900,250,19,36,33732,9466614.72
b259,900,250,19,40,35580,10163702.22
b261,900,250,22,12,25272,5367319.68
b262,900,250,22,16,27096,6137847.538
b263,900,250,22,19,28464,6706500.818
b264,900,250,22,22,29832,7267292.658
b265,900,250,22,25,31200,7820277.778
b266,900,250,22,28,32568,8365510.898
b267,900,250,22,32,34392,9080524.302
b268,900,250,22,36,36216,9781983.36
b269,900,250,22,40,38040,10470017.78
b311,900,300,9,12,15084,4274736.96
b312,900,300,9,16,17412,5258173.831
b313,900,300,9,19,19158,5983954.991
b314,900,300,9,22,20904,6699702.471
b315,900,300,9,25,22650,7405486.111
b316,900,300,9,28,24396,8101375.751
b317,900,300,9,32,26724,9013958.649
b318,900,300,9,36,29052,9909241.92
b319,900,300,9,40,31380,10787391.11
b321,900,300,12,12,17712,4648193.28
b322,900,300,12,16,20016,5621491.627
b323,900,300,12,19,21744,6339790.507
b324,900,300,12,22,23472,7048159.147
b325,900,300,12,25,25200,7746666.667
b326,900,300,12,28,26928,8435382.187
b327,900,300,12,32,29232,9338557.013
b328,900,300,12,36,31536,10224610.56
b329,900,300,12,40,33840,11093706.67
b331,900,300,14,12,19464,4897164.16
b332,900,300,14,16,21752,5863703.49
b333,900,300,14,19,23468,6577014.184
b334,900,300,14,22,25184,7280463.597
b335,900,300,14,25,26900,7974120.37
b336,900,300,14,28,28616,8658053.144
b337,900,300,14,32,30904,9554955.923
b338,900,300,14,36,33192,10434856.32
b339,900,300,14,40,35480,11297917.04
b341,900,300,16,12,21216,5146135.04
b342,900,300,16,16,23488,6105915.354
b343,900,300,16,19,25192,6814237.861
b344,900,300,16,22,26896,7512768.047
b345,900,300,16,25,28600,8201574.074
b346,900,300,16,28,30304,8880724.101
b347,900,300,16,32,32576,9771354.833
b348,900,300,16,36,34848,10645102.08
b349,900,300,16,40,37120,11502127.41
b351,900,300,19,12,23844,5519591.36
b352,900,300,19,16,26092,6469233.15
b353,900,300,19,19,27778,7170073.376
b354,900,300,19,22,29464,7861224.723
b355,900,300,19,25,31150,8542754.63
b356,900,300,19,28,32836,9214730.536
b357,900,300,19,32,35084,10095953.2
b358,900,300,19,36,37332,10960470.72
b359,900,300,19,40,39580,11808442.96
b361,900,300,22,12,26472,5893047.68
b362,900,300,22,16,28696,6832550.945
b363,900,300,22,19,30364,7525908.892
b364,900,300,22,22,32032,8209681.399
b365,900,300,22,25,33700,8883935.185
b366,900,300,22,28,35368,9548736.972
b367,900,300,22,32,37592,10420551.56
b368,900,300,22,36,39816,11275839.36
b369,900,300,22,40,42040,12114758.52
b411,900,350,9,12,16284,4800464.96
b412,900,350,9,16,19012,5952877.239
b413,900,350,9,19,21058,6803363.065
b414,900,350,9,22,23104,7642091.212
b415,900,350,9,25,25150,8469143.519
b416,900,350,9,28,27196,9284601.825
b417,900,350,9,32,29924,10353985.91
b418,900,350,9,36,32652,11403097.92
b419,900,350,9,40,35380,12432131.85
b421,900,350,12,12,18912,5173921.28
b422,900,350,12,16,21616,6316195.034
b423,900,350,12,19,23644,7159198.581
b424,900,350,12,22,25672,7990547.887
b425,900,350,12,25,27700,8810324.074
b426,900,350,12,28,29728,9618608.261
b427,900,350,12,32,32432,10678584.27
b428,900,350,12,36,35136,11718466.56
b429,900,350,12,40,37840,12738447.41
b431,900,350,14,12,20664,5422892.16
b432,900,350,14,16,23352,6558406.898
b433,900,350,14,19,25368,7396422.258
b434,900,350,14,22,27384,8222852.338
b435,900,350,14,25,29400,9037777.778
b436,900,350,14,28,31416,9841279.218
b437,900,350,14,32,34104,10894983.18
b438,900,350,14,36,36792,11928712.32
b439,900,350,14,40,39480,12942657.78
b441,900,350,16,12,22416,5671863.04
b442,900,350,16,16,25088,6800618.761
b443,900,350,16,19,27092,7633645.935
b444,900,350,16,22,29096,8455156.788
b445,900,350,16,25,31100,9265231.481
b446,900,350,16,28,33104,10063950.17
b447,900,350,16,32,35776,11111382.09
b448,900,350,16,36,38448,12138958.08
b449,900,350,16,40,41120,13146868.15
b451,900,350,19,12,25044,6045319.36
b452,900,350,19,16,27692,7163936.557
b453,900,350,19,19,29678,7989481.45
b454,900,350,19,22,31664,8803613.464
b455,900,350,19,25,33650,9606412.037
b456,900,350,19,28,35636,10397956.61
b457,900,350,19,32,38284,11435980.46
b458,900,350,19,36,40932,12454326.72
b459,900,350,19,40,43580,13453183.7
b461,900,350,22,12,27672,6418775.68
b462,900,350,22,16,30296,7527254.353
b463,900,350,22,19,32264,8345316.966
b464,900,350,22,22,34232,9152070.139
b465,900,350,22,25,36200,9947592.593
b466,900,350,22,28,38168,10731963.05
b467,900,350,22,32,40792,11760578.82
b468,900,350,22,36,43416,12769695.36
b469,900,350,22,40,46040,13759499.26
b511,900,400,9,12,17484,5326192.96
b512,900,400,9,16,20612,6647580.646
b513,900,400,9,19,22958,7622771.139
b514,900,400,9,22,25304,8584479.953
b515,900,400,9,25,27650,9532800.926
b516,900,400,9,28,29996,10467827.9
b517,900,400,9,32,33124,11694013.17
b518,900,400,9,36,36252,12896953.92
b519,900,400,9,40,39380,14076872.59
b521,900,400,12,12,20112,5699649.28
b522,900,400,12,16,23216,7010898.441
b523,900,400,12,19,25544,7978606.655
b524,900,400,12,22,27872,8932936.628
b525,900,400,12,25,30200,9873981.481
b526,900,400,12,28,32528,10801834.33
b527,900,400,12,32,35632,12018611.53
b528,900,400,12,36,38736,13212322.56
b529,900,400,12,40,41840,14383188.15
b531,900,400,14,12,21864,5948620.16
b532,900,400,14,16,24952,7253110.305
b533,900,400,14,19,27268,8215830.332
b534,900,400,14,22,29584,9165241.079
b535,900,400,14,25,31900,10101435.19
b536,900,400,14,28,34216,11024505.29
b537,900,400,14,32,37304,12235010.44
b538,900,400,14,36,40392,13422568.32
b539,900,400,14,40,43480,14587398.52
b541,900,400,16,12,23616,6197591.04
b542,900,400,16,16,26688,7495322.169
b543,900,400,16,19,28992,8453054.009
b544,900,400,16,22,31296,9397545.529
b545,900,400,16,25,33600,10328888.89
b546,900,400,16,28,35904,11247176.25
b547,900,400,16,32,38976,12451409.35
b548,900,400,16,36,42048,13632814.08
b549,900,400,16,40,45120,14791608.89
b551,900,400,19,12,26244,6571047.36
b552,900,400,19,16,29292,7858639.964
b553,900,400,19,19,31578,8808889.524
b554,900,400,19,22,33864,9746002.204
b555,900,400,19,25,36150,10670069.44
b556,900,400,19,28,38436,11581182.68
b557,900,400,19,32,41484,12776007.72
b558,900,400,19,36,44532,13948182.72
b559,900,400,19,40,47580,15097924.44
b561,900,400,22,12,28872,6944503.68
b562,900,400,22,16,31896,8221957.76
b563,900,400,22,19,34164,9164725.04
b564,900,400,22,22,36432,10094458.88
b565,900,400,22,25,38700,11011250
b566,900,400,22,28,40968,11915189.12
b567,900,400,22,32,43992,13100606.08
b568,900,400,22,36,47016,14263551.36
b569,900,400,22,40,50040,15404240
c111,950,200,9,12,13134,3476605.225
c112,950,200,9,16,14662,4160256.015
c113,950,200,9,19,15808,4665236.693
c114,950,200,9,22,16954,5163616.411
c115,950,200,9,25,18100,5655438.596
c116,950,200,9,28,19246,6140746.676
c117,950,200,9,32,20774,6777766.124
c118,950,200,9,36,22302,7403385.082
c119,950,200,9,40,23830,8017706.491
c121,950,200,12,12,15912,3894511.949
c122,950,200,12,16,17416,4567424.769
c123,950,200,12,19,18544,5064473.813
c124,950,200,12,22,19672,5555025.578
c125,950,200,12,25,20800,6039122.807
c126,950,200,12,28,21928,6516808.247
c127,950,200,12,32,23432,7143822.153
c128,950,200,12,36,24936,7759614.636
c129,950,200,12,40,26440,8364287.018
c131,950,200,14,12,17764,4173116.432
c132,950,200,14,16,19252,4838870.605
c133,950,200,14,19,20368,5330631.893
c134,950,200,14,22,21484,5815965.022
c135,950,200,14,25,22600,6294912.281
c136,950,200,14,28,23716,6767515.961
c137,950,200,14,32,25204,7387859.506
c138,950,200,14,36,26692,7997101.005
c139,950,200,14,40,28180,8595340.702
c141,950,200,16,12,19616,4451720.915
c142,950,200,16,16,21088,5110316.441
c143,950,200,16,19,22192,5596789.973
c144,950,200,16,22,23296,6076904.466
c145,950,200,16,25,24400,6550701.754
c146,950,200,16,28,25504,7018223.674
c147,950,200,16,32,26976,7631896.859
c148,950,200,16,36,28448,8234587.374
c149,950,200,16,40,29920,8826394.386
c151,950,200,19,12,22394,4869627.639
c152,950,200,19,16,23842,5517485.194
c153,950,200,19,19,24928,5996027.093
c154,950,200,19,22,26014,6468313.632
c155,950,200,19,25,27100,6934385.965
c156,950,200,19,28,28186,7394285.245
c157,950,200,19,32,29634,7997952.888
c158,950,200,19,36,31082,8590816.928
c159,950,200,19,40,32530,9172974.912
c161,950,200,22,12,25172,5287534.364
c162,950,200,22,16,26596,5924653.948
c163,950,200,22,19,27664,6395264.213
c164,950,200,22,22,28732,6859722.799
c165,950,200,22,25,29800,7318070.175
c166,950,200,22,28,30868,7770346.815
c167,950,200,22,32,32292,8364008.918
c168,950,200,22,36,33716,8947046.481
c169,950,200,22,40,35140,9519555.439
c211,950,250,9,12,14334,4032326.488
c212,950,250,9,16,16262,4894943.454
c213,950,250,9,19,17708,5532118.027
c214,950,250,9,22,19154,6160963.639
c215,950,250,9,25,20600,6781535.088
c216,950,250,9,28,22046,7393887.168
c217,950,250,9,32,23974,8197665.632
c218,950,250,9,36,25902,8987059.187
c219,950,250,9,40,27830,9762197.719
c221,950,250,12,12,17112,4450233.213
c222,950,250,12,16,19016,5302112.208
c223,950,250,12,19,20444,5931355.147
c224,950,250,12,22,21872,6552372.806
c225,950,250,12,25,23300,7165219.298
c226,950,250,12,28,24728,7769948.738
c227,950,250,12,32,26632,8563721.662
c228,950,250,12,36,28536,9343288.741
c229,950,250,12,40,30440,10108778.25
c231,950,250,14,12,18964,4728837.695
c232,950,250,14,16,20852,5573558.044
c233,950,250,14,19,22268,6197513.227
c234,950,250,14,22,23684,6813312.25
c235,950,250,14,25,25100,7421008.772
c236,950,250,14,28,26516,8020656.452
c237,950,250,14,32,28404,8807759.015
c238,950,250,14,36,30292,9580775.11
c239,950,250,14,40,32180,10339831.93
c241,950,250,16,12,20816,5007442.178
c242,950,250,16,16,22688,5845003.879
c243,950,250,16,19,24092,6463671.307
c244,950,250,16,22,25496,7074251.694
c245,950,250,16,25,26900,7676798.246
c246,950,250,16,28,28304,8271364.166
c247,950,250,16,32,30176,9051796.368
c248,950,250,16,36,32048,9818261.479
c249,950,250,16,40,33920,10570885.61
c251,950,250,19,12,23594,5425348.902
c252,950,250,19,16,25442,6252172.633
c253,950,250,19,19,26828,6862908.427
c254,950,250,19,22,28214,7465660.86
c255,950,250,19,25,29600,8060482.456
c256,950,250,19,28,30986,8647425.736
c257,950,250,19,32,32834,9417852.397
c258,950,250,19,36,34682,10174491.03
c259,950,250,19,40,36530,10917466.14
c261,950,250,22,12,26372,5843255.627
c262,950,250,22,16,28196,6659341.387
c263,950,250,22,19,29564,7262145.547
c264,950,250,22,22,30932,7857070.027
c265,950,250,22,25,32300,8444166.667
c266,950,250,22,28,33668,9023487.307
c267,950,250,22,32,35492,9783908.427
c268,950,250,22,36,37316,10530720.59
c269,950,250,22,40,39140,11264046.67
c311,950,300,9,12,15534,4588047.752
c312,950,300,9,16,17862,5629630.893
c313,950,300,9,19,19608,6398999.36
c314,950,300,9,22,21354,7158310.867
c315,950,300,9,25,23100,7907631.579
c316,950,300,9,28,24846,8647027.659
c317,950,300,9,32,27174,9617565.141
c318,950,300,9,36,29502,10570733.29
c319,950,300,9,40,31830,11506688.95
c321,950,300,12,12,18312,5005954.476
c322,950,300,12,16,20616,6036799.646
c323,950,300,12,19,22344,6798236.48
c324,950,300,12,22,24072,7549720.034
c325,950,300,12,25,25800,8291315.789
c326,950,300,12,28,27528,9023089.229
c327,950,300,12,32,29832,9983621.171
c328,950,300,12,36,32136,10926962.85
c329,950,300,12,40,34440,11853269.47
c331,950,300,14,12,20164,5284558.959
c332,950,300,14,16,22452,6308245.482
c333,950,300,14,19,24168,7064394.56
c334,950,300,14,22,25884,7810659.478
c335,950,300,14,25,27600,8547105.263
c336,950,300,14,28,29316,9273796.943
c337,950,300,14,32,31604,10227658.52
c338,950,300,14,36,33892,11164449.22
c339,950,300,14,40,36180,12084323.16
c341,950,300,16,12,22016,5563163.441
c342,950,300,16,16,24288,6579691.318
c343,950,300,16,19,25992,7330552.64
c344,950,300,16,22,27696,8071598.922
c345,950,300,16,25,29400,8802894.737
c346,950,300,16,28,31104,9524504.657
c347,950,300,16,32,33376,10471695.88
c348,950,300,16,36,35648,11401935.58
c349,950,300,16,40,37920,12315376.84
c351,950,300,19,12,24794,5981070.166
c352,950,300,19,16,27042,6986860.072
c353,950,300,19,19,28728,7729789.76
c354,950,300,19,22,30414,8463008.088
c355,950,300,19,25,32100,9186578.947
c356,950,300,19,28,33786,9900566.227
c357,950,300,19,32,36034,10837751.91
c358,950,300,19,36,38282,11758165.14
c359,950,300,19,40,40530,12661957.37
c361,950,300,22,12,27572,6398976.89
c362,950,300,22,16,29796,7394028.825
c363,950,300,22,19,31464,8129026.88
c364,950,300,22,22,33132,8854417.255
c365,950,300,22,25,34800,9570263.158
c366,950,300,22,28,36468,10276627.8
c367,950,300,22,32,38692,11203807.94
c368,950,300,22,36,40916,12114394.69
c369,950,300,22,40,43140,13008537.89
c411,950,350,9,12,16734,5143769.015
c412,950,350,9,16,19462,6364318.331
c413,950,350,9,19,21508,7265880.693
c414,950,350,9,22,23554,8155658.095
c415,950,350,9,25,25600,9033728.07
c416,950,350,9,28,27646,9900168.15
c417,950,350,9,32,30374,11037464.65
c418,950,350,9,36,33102,12154407.4
c419,950,350,9,40,35830,13251180.18
c421,950,350,12,12,19512,5561675.739
c422,950,350,12,16,22216,6771487.085
c423,950,350,12,19,24244,7665117.813
c424,950,350,12,22,26272,8547067.262
c425,950,350,12,25,28300,9417412.281
c426,950,350,12,28,30328,10276229.72
c427,950,350,12,32,33032,11403520.68
c428,950,350,12,36,35736,12510636.95
c429,950,350,12,40,38440,13597760.7
c431,950,350,14,12,21364,5840280.222
c432,950,350,14,16,24052,7042932.921
c433,950,350,14,19,26068,7931275.893
c434,950,350,14,22,28084,8808006.706
c435,950,350,14,25,30100,9673201.754
c436,950,350,14,28,32116,10526937.43
c437,950,350,14,32,34804,11647558.03
c438,950,350,14,36,37492,12748123.32
c439,950,350,14,40,40180,13828814.39
c441,950,350,16,12,23216,6118884.705
c442,950,350,16,16,25888,7314378.756
c443,950,350,16,19,27892,8197433.973
c444,950,350,16,22,29896,9068946.15
c445,950,350,16,25,31900,9928991.228
c446,950,350,16,28,33904,10777645.15
c447,950,350,16,32,36576,11891595.39
c448,950,350,16,36,39248,12985609.69
c449,950,350,16,40,41920,14059868.07
c451,950,350,19,12,25994,6536791.429
c452,950,350,19,16,28642,7721547.51
c453,950,350,19,19,30628,8596671.093
c454,950,350,19,22,32614,9460355.316
c455,950,350,19,25,34600,10312675.44
c456,950,350,19,28,36586,11153706.72
c457,950,350,19,32,39234,12257651.41
c458,950,350,19,36,41882,13341839.24
c459,950,350,19,40,44530,14406448.6
c461,950,350,22,12,28772,6954698.153
c462,950,350,22,16,31396,8128716.264
c463,950,350,22,19,33364,8995908.213
c464,950,350,22,22,35332,9851764.483
c465,950,350,22,25,37300,10696359.65
c466,950,350,22,28,39268,11529768.29
c467,950,350,22,32,41892,12623707.44
c468,950,350,22,36,44516,13698068.8
c469,950,350,22,40,47140,14753029.12
c511,950,400,9,12,17934,5699490.278
c512,950,400,9,16,21062,7099005.77
c513,950,400,9,19,23408,8132762.027
c514,950,400,9,22,25754,9153005.324
c515,950,400,9,25,28100,10159824.56
c516,950,400,9,28,30446,11153308.64
c517,950,400,9,32,33574,12457364.16
c518,950,400,9,36,36702,13738081.5
c519,950,400,9,40,39830,14995671.4
c521,950,400,12,12,20712,6117397.002
c522,950,400,12,16,23816,7506174.524
c523,950,400,12,19,26144,8531999.147
c524,950,400,12,22,28472,9544414.49
c525,950,400,12,25,30800,10543508.77
c526,950,400,12,28,33128,11529370.21
c527,950,400,12,32,36232,12823420.19
c528,950,400,12,36,39336,14094311.06
c529,950,400,12,40,42440,15342251.93
c531,950,400,14,12,22564,6396001.485
c532,950,400,14,16,25652,7777620.359
c533,950,400,14,19,27968,8798157.227
c534,950,400,14,22,30284,9805353.934
c535,950,400,14,25,32600,10799298.25
c536,950,400,14,28,34916,11780077.93
c537,950,400,14,32,38004,13067457.54
c538,950,400,14,36,41092,14331797.43
c539,950,400,14,40,44180,15573305.61
c541,950,400,16,12,24416,6674605.968
c542,950,400,16,16,27488,8049066.195
c543,950,400,16,19,29792,9064315.307
c544,950,400,16,22,32096,10066293.38
c545,950,400,16,25,34400,11055087.72
c546,950,400,16,28,36704,12030785.64
c547,950,400,16,32,39776,13311494.89
c548,950,400,16,36,42848,14569283.8
c549,950,400,16,40,45920,15804359.3
c551,950,400,19,12,27194,7092512.692
c552,950,400,19,16,30242,8456234.949
c553,950,400,19,19,32528,9463552.427
c554,950,400,19,22,34814,10457702.54
c555,950,400,19,25,37100,11438771.93
c556,950,400,19,28,39386,12406847.21
c557,950,400,19,32,42434,13677550.92
c558,950,400,19,36,45482,14925513.35
c559,950,400,19,40,48530,16150939.82
c561,950,400,22,12,29972,7510419.416
c562,950,400,22,16,32996,8863403.702
c563,950,400,22,19,35264,9862789.547
c564,950,400,22,22,37532,10849111.71
c565,950,400,22,25,39800,11822456.14
c566,950,400,22,28,42068,12782908.78
c567,950,400,22,32,45092,14043606.95
c568,950,400,22,36,48116,15281742.9
c569,950,400,22,40,51140,16497520.35
d111,1000,200,9,12,13584,3737432.064
d112,1000,200,9,16,15112,4459251.115
d113,1000,200,9,19,16258,4992844.759
d114,1000,200,9,22,17404,5519823.691
d115,1000,200,9,25,18550,6040229.167
d116,1000,200,9,28,19696,6554102.443
d117,1000,200,9,32,21224,7229176.917
d118,1000,200,9,36,22752,7892809.728
d119,1000,200,9,40,24280,8545098.667
d121,1000,200,12,12,16512,4202289.152
d122,1000,200,12,16,18016,4912770.731
d123,1000,200,12,19,19144,5437983.323
d124,1000,200,12,22,20272,5956685.099
d125,1000,200,12,25,21400,6468916.667
d126,1000,200,12,28,22528,6974718.635
d127,1000,200,12,32,24032,7639189.845
d128,1000,200,12,36,25536,8292399.104
d129,1000,200,12,40,27040,8934442.667
d131,1000,200,14,12,18464,4512193.877
d132,1000,200,14,16,19952,5215117.141
d133,1000,200,14,19,21068,5734742.365
d134,1000,200,14,22,22184,6247926.037
d135,1000,200,14,25,23300,6754708.333
d136,1000,200,14,28,24416,7255129.429
d137,1000,200,14,32,25904,7912531.797
d138,1000,200,14,36,27392,8558792.021
d139,1000,200,14,40,28880,9194005.333
d141,1000,200,16,12,20416,4822098.603
d142,1000,200,16,16,21888,5517463.552
d143,1000,200,16,19,22992,6031501.408
d144,1000,200,16,22,24096,6539166.976
d145,1000,200,16,25,25200,7040500
d146,1000,200,16,28,26304,7535540.224
d147,1000,200,16,32,27776,8185873.749
d148,1000,200,16,36,29248,8825184.939
d149,1000,200,16,40,30720,9453568
d151,1000,200,19,12,23344,5286955.691
d152,1000,200,19,16,24792,5970983.168
d153,1000,200,19,19,25878,6476639.972
d154,1000,200,19,22,26964,6976028.384
d155,1000,200,19,25,28050,7469187.5
d156,1000,200,19,28,29136,7956156.416
d157,1000,200,19,32,30584,8595886.677
d158,1000,200,19,36,32032,9224774.315
d159,1000,200,19,40,33480,9842912
d161,1000,200,22,12,26272,5751812.779
d162,1000,200,22,16,27696,6424502.784
d163,1000,200,22,19,28764,6921778.536
d164,1000,200,22,22,29832,7412889.792
d165,1000,200,22,25,30900,7897875
d166,1000,200,22,28,31968,8376772.608
d167,1000,200,22,32,33392,9005899.605
d168,1000,200,22,36,34816,9624363.691
d169,1000,200,22,40,36240,10232256
d211,1000,250,9,12,14784,4323147.264
d212,1000,250,9,16,16712,5233924.181
d213,1000,250,9,19,18158,5907202.025
d214,1000,250,9,22,19604,6572133.557
d215,1000,250,9,25,21050,7228770.833
d216,1000,250,9,28,22496,7877165.909
d217,1000,250,9,32,24424,8728961.451
d218,1000,250,9,36,26352,9566320.128
d219,1000,250,9,40,28280,10389365.33
d221,1000,250,12,12,17712,4788004.352
d222,1000,250,12,16,19616,5687443.797
d223,1000,250,12,19,21044,6352340.589
d224,1000,250,12,22,22472,7008994.965
d225,1000,250,12,25,23900,7657458.333
d226,1000,250,12,28,25328,8297782.101
d227,1000,250,12,32,27232,9138974.379
d228,1000,250,12,36,29136,9965909.504
d229,1000,250,12,40,31040,10778709.33
d231,1000,250,14,12,19664,5097909.077
d232,1000,250,14,16,21552,5989790.208
d233,1000,250,14,19,22968,6649099.632
d234,1000,250,14,22,24384,7300235.904
d235,1000,250,14,25,25800,7943250
d236,1000,250,14,28,27216,8578192.896
d237,1000,250,14,32,29104,9412316.331
d238,1000,250,14,36,30992,10232302.42
d239,1000,250,14,40,32880,11038272
d241,1000,250,16,12,21616,5407813.803
d242,1000,250,16,16,23488,6292136.619
d243,1000,250,16,19,24892,6945858.675
d244,1000,250,16,22,26296,7591476.843
d245,1000,250,16,25,27700,8229041.667
d246,1000,250,16,28,29104,8858603.691
d247,1000,250,16,32,30976,9685658.283
d248,1000,250,16,36,32848,10498695.34
d249,1000,250,16,40,34720,11297834.67
d251,1000,250,19,12,24544,5872670.891
d252,1000,250,19,16,26392,6745656.235
d253,1000,250,19,19,27778,7390997.239
d254,1000,250,19,22,29164,8028338.251
d255,1000,250,19,25,30550,8657729.167
d256,1000,250,19,28,31936,9279219.883
d257,1000,250,19,32,33784,10095671.21
d258,1000,250,19,36,35632,10898284.71
d259,1000,250,19,40,37480,11687178.67
d261,1000,250,22,12,27472,6337527.979
d262,1000,250,22,16,29296,7199175.851
d263,1000,250,22,19,30664,7836135.803
d264,1000,250,22,22,32032,8465199.659
d265,1000,250,22,25,33400,9086416.667
d266,1000,250,22,28,34768,9699836.075
d267,1000,250,22,32,36592,10505684.14
d268,1000,250,22,36,38416,11297874.09
d269,1000,250,22,40,40240,12076522.67
d311,1000,300,9,12,15984,4908862.464
d312,1000,300,9,16,18312,6008597.248
d313,1000,300,9,19,20058,6821559.292
d314,1000,300,9,22,21804,7624443.424
d315,1000,300,9,25,23550,8417312.5
d316,1000,300,9,28,25296,9200229.376
d317,1000,300,9,32,27624,10228745.98
d318,1000,300,9,36,29952,11239830.53
d319,1000,300,9,40,32280,12233632
d321,1000,300,12,12,18912,5373719.552
d322,1000,300,12,16,21216,6462116.864
d323,1000,300,12,19,22944,7266697.856
d324,1000,300,12,22,24672,8061304.832
d325,1000,300,12,25,26400,8846000
d326,1000,300,12,28,28128,9620845.568
d327,1000,300,12,32,30432,10638758.91
d328,1000,300,12,36,32736,11639419.9
d329,1000,300,12,40,35040,12622976
d331,1000,300,14,12,20864,5683624.277
d332,1000,300,14,16,23152,6764463.275
d333,1000,300,14,19,24868,7563456.899
d334,1000,300,14,22,26584,8352545.771
d335,1000,300,14,25,28300,9131791.667
d336,1000,300,14,28,30016,9901256.363
d337,1000,300,14,32,32304,10912100.86
d338,1000,300,14,36,34592,11905812.82
d339,1000,300,14,40,36880,12882538.67
d341,1000,300,16,12,22816,5993529.003
d342,1000,300,16,16,25088,7066809.685
d343,1000,300,16,19,26792,7860215.941
d344,1000,300,16,22,28496,8643786.709
d345,1000,300,16,25,30200,9417583.333
d346,1000,300,16,28,31904,10181667.16
d347,1000,300,16,32,34176,11185442.82
d348,1000,300,16,36,36448,12172205.74
d349,1000,300,16,40,38720,13142101.33
d351,1000,300,19,12,25744,6458386.091
d352,1000,300,19,16,27992,7520329.301
d353,1000,300,19,19,29678,8305354.505
d354,1000,300,19,22,31364,9080648.117
d355,1000,300,19,25,33050,9846270.833
d356,1000,300,19,28,34736,10602283.35
d357,1000,300,19,32,36984,11595455.74
d358,1000,300,19,36,39232,12571795.11
d359,1000,300,19,40,41480,13531445.33
d361,1000,300,22,12,28672,6923243.179
d362,1000,300,22,16,30896,7973848.917
d363,1000,300,22,19,32564,8750493.069
d364,1000,300,22,22,34232,9517509.525
d365,1000,300,22,25,35900,10274958.33
d366,1000,300,22,28,37568,11022899.54
d367,1000,300,22,32,39792,12005468.67
d368,1000,300,22,36,42016,12971384.49
d369,1000,300,22,40,44240,13920789.33
d411,1000,350,9,12,17184,5494577.664
d412,1000,350,9,16,19912,6783270.315
d413,1000,350,9,19,21958,7735916.559
d414,1000,350,9,22,24004,8676753.291
d415,1000,350,9,25,26050,9605854.167
d416,1000,350,9,28,28096,10523292.84
d417,1000,350,9,32,30824,11728530.52
d418,1000,350,9,36,33552,12913340.93
d419,1000,350,9,40,36280,14077898.67
d421,1000,350,12,12,20112,5959434.752
d422,1000,350,12,16,22816,7236789.931
d423,1000,350,12,19,24844,8181055.123
d424,1000,350,12,22,26872,9113614.699
d425,1000,350,12,25,28900,10034541.67
d426,1000,350,12,28,30928,10943909.03
d427,1000,350,12,32,33632,12138543.45
d428,1000,350,12,36,36336,13312930.3
d429,1000,350,12,40,39040,14467242.67
d431,1000,350,14,12,22064,6269339.477
d432,1000,350,14,16,24752,7539136.341
d433,1000,350,14,19,26768,8477814.165
d434,1000,350,14,22,28784,9404855.637
d435,1000,350,14,25,30800,10320333.33
d436,1000,350,14,28,32816,11224319.83
d437,1000,350,14,32,35504,12411885.4
d438,1000,350,14,36,38192,13579323.22
d439,1000,350,14,40,40880,14726805.33
d441,1000,350,16,12,24016,6579244.203
d442,1000,350,16,16,26688,7841482.752
d443,1000,350,16,19,28692,8774573.208
d444,1000,350,16,22,30696,9696096.576
d445,1000,350,16,25,32700,10606125
d446,1000,350,16,28,34704,11504730.62
d447,1000,350,16,32,37376,12685227.35
d448,1000,350,16,36,40048,13845716.14
d449,1000,350,16,40,42720,14986368
d451,1000,350,19,12,26944,7044101.291
d452,1000,350,19,16,29592,8295002.368
d453,1000,350,19,19,31578,9219711.772
d454,1000,350,19,22,33564,10132957.98
d455,1000,350,19,25,35550,11034812.5
d456,1000,350,19,28,37536,11925346.82
d457,1000,350,19,32,40184,13095240.28
d458,1000,350,19,36,42832,14245305.51
d459,1000,350,19,40,45480,15375712
d461,1000,350,22,12,29872,7508958.379
d462,1000,350,22,16,32496,8748521.984
d463,1000,350,22,19,34464,9664850.336
d464,1000,350,22,22,36432,10569819.39
d465,1000,350,22,25,38400,11463500
d466,1000,350,22,28,40368,12345963.01
d467,1000,350,22,32,42992,13505253.21
d468,1000,350,22,36,45616,14644894.89
d469,1000,350,22,40,48240,15765056
d511,1000,400,9,12,18384,6080292.864
d512,1000,400,9,16,21512,7557943.381
d513,1000,400,9,19,23858,8650273.825
d514,1000,400,9,22,26204,9729063.157
d515,1000,400,9,25,28550,10794395.83
d516,1000,400,9,28,30896,11846356.31
d517,1000,400,9,32,34024,13228315.05
d518,1000,400,9,36,37152,14586851.33
d519,1000,400,9,40,40280,15922165.33
d521,1000,400,12,12,21312,6545149.952
d522,1000,400,12,16,24416,8011462.997
d523,1000,400,12,19,26744,9095412.389
d524,1000,400,12,22,29072,10165924.57
d525,1000,400,12,25,31400,11223083.33
d526,1000,400,12,28,33728,12266972.5
d527,1000,400,12,32,36832,13638327.98
d528,1000,400,12,36,39936,14986440.7
d529,1000,400,12,40,43040,16311509.33
d531,1000,400,14,12,23264,6855054.677
d532,1000,400,14,16,26352,8313809.408
d533,1000,400,14,19,28668,9392171.432
d534,1000,400,14,22,30984,10457165.5
d535,1000,400,14,25,33300,11508875
d536,1000,400,14,28,35616,12547383.3
d537,1000,400,14,32,38704,13911669.93
d538,1000,400,14,36,41792,15252833.62
d539,1000,400,14,40,44880,16571072
d541,1000,400,16,12,25216,7164959.403
